City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
448,Quatre Cocos,MU,-20.2078,57.7625,80.1,82,30,10.54,light rain
449,Storforshei,NO,66.4043,14.5233,33.58,86,40,11.5,scattered clouds
450,Gazojak,TM,41.1875,61.4036,36.63,51,98,9.19,overcast clouds
451,Bar Harbor,US,44.3876,-68.2039,38.1,68,0,9.22,clear sky
452,San Luis,AR,-33.295,-66.3356,90.93,20,2,12.06,clear sky
453,Faridpur,BD,23.6,89.8333,64.54,40,2,5.23,clear sky
454,Yar-Sale,RU,66.8333,70.8333,-11.15,100,66,4.59,broken clouds
455,Navsari,IN,20.9524,72.9324,71.49,32,0,4.81,clear sky
456,Chulym,RU,55.0997,80.9572,-5.66,100,98,4.56,overcast clouds
457,Miraflores,MX,19.2167,-98.8083,68.76,12,0,5.73,clear sky
458,Colares,PT,38.7992,-9.4469,61.9,47,0,5.75,clear sky
459,Manyana,BW,-23.4,21.7167,76.77,55,100,7.14,overcast clouds
460,Gamba,GA,-2.65,10.0,78.01,83,22,5.32,light rain
461,Valenca Do Piaui,BR,-6.4075,-41.7456,88.88,42,95,3.04,light rain
462,Derzhavinsk,KZ,51.1,66.3167,7.9,99,77,5.55,broken clouds
463,Perth,AU,-31.9333,115.8333,73.04,88,75,8.05,broken clouds
464,Zasheyek,RU,67.4066,32.5499,2.95,96,100,1.83,overcast clouds
465,Masallatah,LY,32.6167,14.0,55.2,68,73,13.53,light rain
466,Imbituba,BR,-28.24,-48.6703,79.47,62,50,8.05,scattered clouds
467,Freeport,US,40.6576,-73.5832,46.11,56,0,11.5,clear sky
468,El Penon,CO,8.9892,-73.9486,100.83,26,96,2.77,overcast clouds
469,La Rioja,ES,42.25,-2.5,37.18,91,44,5.73,scattered clouds
470,Doha,QA,25.2867,51.5333,66.18,72,0,5.75,clear sky
471,Gerash,IR,27.6652,54.1371,51.94,45,32,3.71,scattered clouds
472,Punta Alta,AR,-38.8759,-62.0736,98.55,26,97,10.54,overcast clouds
473,Sao Sebastiao,BR,-23.76,-45.4097,82.44,85,100,3.22,overcast clouds
474,Mahon,ES,39.8885,4.2658,52.36,71,20,16.11,few clouds
475,Shahr-E Kord,IR,32.3256,50.8644,26.37,54,0,11.5,clear sky
476,Louis Trichardt,ZA,-23.0439,29.9032,70.81,53,16,4.79,few clouds
477,Tahta,EG,26.7693,31.5021,58.62,34,13,4.25,few clouds
478,Moussoro,TD,13.6408,16.4901,81.3,11,100,9.91,overcast clouds
479,Langenzersdorf,AT,48.3,16.35,31.93,70,20,3.0,few clouds
480,Coelho Neto,BR,-4.2567,-43.0128,91.96,42,100,4.36,overcast clouds
481,Spas,UA,48.8899,24.0629,21.16,96,100,7.9,snow
482,Barcelona,ES,41.3888,2.159,54.73,65,0,8.05,clear sky
483,Abu Samrah,SY,35.3029,37.1841,42.73,94,100,6.11,overcast clouds
484,Haverfordwest,GB,51.8017,-4.9691,41.56,78,100,8.99,overcast clouds
485,Pryazha,RU,61.6926,33.6216,16.83,94,100,8.12,overcast clouds
486,Tsybli,UA,49.9948,31.5628,26.35,92,97,11.25,overcast clouds
487,Puerto Del Rosario,ES,28.5004,-13.8627,64.15,63,20,10.36,few clouds
488,Rehti,IN,22.7333,77.4333,65.21,30,4,2.82,clear sky
489,Pitanga,BR,-24.7572,-51.7614,74.89,62,98,5.35,overcast clouds
490,Zhezkazgan,KZ,47.8043,67.7144,26.42,96,99,6.49,overcast clouds
491,Puerto Concordia,CO,2.6221,-72.7572,87.73,42,100,5.5,overcast clouds
492,West Bay,KY,19.3667,-81.4167,82.47,76,75,5.75,broken clouds
493,Carutapera,BR,-1.195,-46.02,81.46,79,100,8.66,overcast clouds
494,Nata,PA,8.3333,-80.5167,91.27,45,15,19.1,few clouds
495,Moisei,RO,47.6556,24.5401,16.12,93,56,4.52,broken clouds
496,Asyut,EG,27.181,31.1837,59.18,35,1,4.45,clear sky
497,Kashi,CN,39.4547,75.9797,31.21,69,100,6.71,overcast clouds
498,Vejen,DK,55.4833,9.15,37.69,75,13,8.05,few clouds
499,Sangueya,GN,10.7,-14.3667,80.2,53,67,8.48,broken clouds
500,Novoleushkovskaya,RU,45.9956,39.9921,36.41,66,100,11.36,overcast clouds
501,Alfreton,GB,53.0961,-1.3883,39.36,77,100,3.4,overcast clouds
502,Talara,PE,-4.5772,-81.2719,92.16,46,0,14.97,clear sky
503,Capinzal,BR,-27.3436,-51.6119,86.4,26,46,8.12,scattered clouds
504,Ciudad Bolivar,VE,8.1222,-63.5497,87.73,40,100,12.46,overcast clouds
505,La Peca,PE,-5.6111,-78.435,86.05,45,61,5.21,light rain
506,Ivanava,BY,52.1451,25.5365,24.6,78,91,9.26,overcast clouds
507,Bashmakovo,RU,53.2133,43.0342,13.96,97,89,4.18,overcast clouds
508,Otavi,NA,-19.65,17.3333,66.65,83,100,4.43,light rain
509,Beisfjord,NO,68.3751,17.5988,37.04,92,100,7.38,light snow
510,Ginda,IN,30.6945,78.4932,43.9,33,4,7.36,clear sky
511,Rivera,UY,-30.9053,-55.5508,91.36,24,33,4.27,scattered clouds
512,Pocone,BR,-16.2567,-56.6228,90.28,49,59,1.45,broken clouds
513,Nisia Floresta,BR,-6.0911,-35.2086,88.61,61,82,12.01,broken clouds
514,Moguer,ES,37.2756,-6.8385,53.73,55,0,1.19,clear sky
515,Samana,DO,19.2056,-69.3369,82.36,78,75,9.22,broken clouds
516,Rottingdean,GB,50.8098,-0.0594,41.68,79,93,3.0,overcast clouds
517,Manono,CD,-7.3,27.4167,70.41,86,100,3.42,overcast clouds
518,Bahia Honda,CU,22.9036,-83.1592,81.99,59,31,5.19,scattered clouds
519,Saint-Joseph,RE,-21.3667,55.6167,79.18,85,92,11.39,light rain
520,Narodychi,UA,51.2029,29.0823,25.61,91,100,11.23,overcast clouds
521,Saint-Louis,SN,16.3333,-15.0,83.84,11,89,7.78,overcast clouds
522,Nalut,LY,30.3333,10.85,51.49,47,60,9.91,broken clouds
523,Mbekenyera,TZ,-10.0,38.9833,72.21,96,100,3.4,overcast clouds
524,Concepcion,CL,-36.827,-73.0498,67.8,68,12,8.05,smoke
525,Pemba,MZ,-12.974,40.5178,75.9,100,75,10.36,thunderstorm with rain
526,Rimouski,CA,48.4488,-68.524,17.28,86,100,7.72,overcast clouds
527,Ilek,RU,51.5271,53.3831,5.34,94,100,4.03,overcast clouds
528,Puerto Quijarro,BO,-17.7833,-57.7667,88.93,50,91,4.23,overcast clouds
529,Hun,LY,29.1268,15.9477,55.49,51,14,10.0,few clouds
530,Pozo Colorado,PY,-23.4923,-58.7972,94.17,28,100,4.16,overcast clouds
531,Jalingo,NG,8.8833,11.3667,86.13,12,100,5.73,overcast clouds
532,Nefteyugansk,RU,61.0998,72.6035,-0.36,99,100,2.91,overcast clouds
533,Rock Sound,BS,24.9,-76.2,76.01,76,13,17.47,few clouds
534,Leticia,CO,-4.2153,-69.9406,80.65,83,75,3.44,broken clouds
535,Oudtshoorn,ZA,-33.5907,22.2014,70.16,70,80,9.1,broken clouds
536,Santiago De Cuba,CU,20.0247,-75.8219,82.51,69,20,12.66,few clouds
537,Sioux Lookout,CA,50.1001,-91.917,8.67,66,100,5.75,overcast clouds
538,Warrington,GB,53.3925,-2.5802,41.99,77,0,3.44,clear sky
539,Maputo,MZ,-25.9653,32.5892,80.28,69,40,11.99,scattered clouds
540,Paamiut,GL,61.994,-49.6678,16.81,86,100,20.54,snow
541,Matagami,CA,49.7502,-77.6328,1.51,66,20,4.61,few clouds
542,Uyuni,BO,-20.4597,-66.825,53.55,57,100,5.44,overcast clouds
543,Opuwo,NA,-18.0607,13.84,73.17,35,93,9.15,overcast clouds
544,Bekhtery,UA,46.251,32.2927,32.68,72,100,16.33,overcast clouds
545,Illapel,CL,-31.6308,-71.1653,83.12,40,0,9.62,clear sky
546,Salta,AR,-24.7859,-65.4117,79.39,62,40,8.05,scattered clouds
547,Qorveh,IR,35.1664,47.8045,19.38,84,100,4.92,overcast clouds
548,Camopi,GF,3.1655,-52.3158,71.65,100,100,3.42,heavy intensity rain
549,Mossendjo,CG,-2.9506,12.7261,70.84,96,98,2.57,light rain
550,Zaozerne,UA,45.1582,33.2787,37.06,80,100,22.46,overcast clouds
551,Rabak,SD,13.1809,32.74,81.09,19,11,10.18,few clouds
552,Lovozero,RU,68.005,35.0117,2.77,94,100,1.39,overcast clouds
553,Port Blair,IN,11.6667,92.75,80.64,83,40,3.44,mist
554,Autazes,BR,-3.5797,-59.1306,83.44,73,100,2.95,light rain
555,Antalaha,MG,-14.9003,50.2788,75.54,92,99,5.53,light rain
556,Carbondale,US,37.7273,-89.2168,52.99,60,0,13.8,clear sky
557,Umm Kaddadah,SD,13.6017,26.6876,72.77,13,19,11.36,few clouds
558,Palora,EC,-1.7,-77.9333,77.11,68,95,3.69,light rain
559,Campana,AR,-34.1687,-58.9591,89.13,40,0,4.05,clear sky
560,Najran,SA,17.4924,44.1277,70.45,29,100,2.95,overcast clouds
561,Aksay,RU,47.26,39.87,32.25,71,100,7.0,overcast clouds
562,Salinopolis,BR,-0.6136,-47.3561,80.58,82,69,10.38,moderate rain
563,Pudozh,RU,61.8099,36.5345,11.62,94,100,6.08,overcast clouds
564,Atasu,KZ,48.6814,71.6433,21.69,96,100,5.86,light snow
565,Kautokeino,NO,69.0125,23.0412,13.14,93,92,3.71,overcast clouds
566,Yarada,IN,17.65,83.2667,68.32,100,5,2.3,mist
567,Polyarnyye Zori,RU,67.3661,32.4981,2.86,96,100,1.79,overcast clouds
568,Kpandae,GH,8.4689,-0.0113,93.94,15,100,3.91,overcast clouds
569,Richards Bay,ZA,-28.783,32.0377,73.15,88,2,3.24,clear sky
570,Carauari,BR,-4.8828,-66.8958,81.52,82,99,2.75,overcast clouds
571,Konitsa,GR,40.0486,20.7567,29.25,83,22,6.11,few clouds
572,Darnah,LY,32.767,22.6367,51.48,59,100,34.05,light rain
573,Bhadrachalam,IN,17.6667,80.8833,67.62,76,0,3.85,clear sky
574,Peniche,PT,39.3558,-9.3811,57.56,61,1,5.14,clear sky
575,Mecca,SA,21.4267,39.8261,72.55,56,35,3.44,scattered clouds
576,Huambo,AO,-12.7761,15.7392,60.17,77,100,2.91,overcast clouds
577,Khotynets,RU,53.1286,35.3966,23.76,95,100,7.61,overcast clouds
578,Buncrana,IE,55.1333,-7.45,46.17,87,62,7.09,broken clouds
579,Chardara,KZ,41.2547,67.9692,37.18,65,100,7.38,overcast clouds
580,Ust-Kulom,RU,61.6864,53.6902,-9.09,100,100,1.95,overcast clouds
581,Albesti,RO,47.7,27.0667,27.05,90,100,14.18,light snow
582,Valparaiso,CL,-33.0393,-71.6273,79.03,53,0,11.5,clear sky
583,Naryan-Mar,RU,67.6713,53.087,1.98,99,98,6.26,overcast clouds
584,Mindelo,CV,16.8901,-24.9804,72.95,49,75,29.93,broken clouds
585,Moutier,CH,47.2782,7.3695,40.03,90,75,5.99,light rain
586,Orlovo,RU,51.754,39.5873,25.09,97,96,4.52,overcast clouds
587,Krasnyy Luch,UA,48.1395,38.9371,27.12,88,100,11.12,overcast clouds
588,Henties Bay,NA,-22.116,14.2845,64.9,85,100,5.82,overcast clouds
589,Anloga,GH,5.7947,0.8973,81.79,84,100,16.15,overcast clouds
590,Independence,US,39.0911,-94.4155,57.45,36,0,6.91,clear sky
591,Rudbar,AF,30.15,62.6,59.65,37,0,5.7,clear sky
592,Svetlyy,RU,54.675,20.1347,28.96,83,100,2.71,overcast clouds
593,Santo Antonio Do Ica,BR,-3.1022,-67.9397,79.12,92,89,3.2,overcast clouds
594,Waw,SS,7.7029,27.9953,81.73,14,12,5.08,few clouds
595,Macusani,PE,-14.0833,-70.4333,42.46,83,100,11.86,overcast clouds
596,Owerri,NG,5.4833,7.0304,80.65,70,86,5.3,light rain
597,Yarega,RU,63.4354,53.5765,-8.95,100,100,3.91,overcast clouds
598,Kalmunai,LK,7.4167,81.8167,76.21,86,100,9.51,overcast clouds
599,Shenkursk,RU,62.1091,42.896,-4.5,100,96,3.31,overcast clouds
600,Troitsko-Pechorsk,RU,62.7084,56.1964,-5.53,100,97,1.39,overcast clouds
601,Saint-Augustin,CA,51.226,-58.6502,5.23,70,100,6.76,overcast clouds
602,Baghdad,IQ,33.3406,44.4009,53.51,58,0,4.61,clear sky
603,Lasalgaon,IN,20.15,74.2333,68.76,30,0,4.5,clear sky
604,General Roca,AR,-39.0333,-67.5833,102.61,5,35,20.56,scattered clouds
605,Abnub,EG,27.2696,31.1511,59.22,35,2,4.54,clear sky
606,Mercedes,AR,-34.6515,-59.4307,90.86,18,0,6.55,clear sky
607,Eyl,SO,7.9803,49.8164,75.18,74,100,16.15,overcast clouds
608,Pancas,BR,-19.225,-40.8514,87.75,62,65,0.67,broken clouds
609,Road Town,VG,18.4167,-64.6167,82.49,69,40,14.97,scattered clouds
610,Tallahassee,US,30.4383,-84.2807,67.75,72,0,4.61,clear sky
611,Gao,ML,16.6362,1.637,81.68,11,15,11.43,few clouds
612,Brasilia De Minas,BR,-16.2064,-44.4333,79.32,71,92,3.78,light rain
613,Guajara,BR,-2.9667,-57.6667,81.93,82,24,3.47,few clouds
614,Ilhabela,BR,-23.7781,-45.3581,81.88,84,100,3.51,overcast clouds
615,Eslov,SE,55.8393,13.3039,33.82,94,100,7.27,overcast clouds
616,Humaita,BR,-7.5061,-63.0208,81.12,79,93,1.9,moderate rain
617,Udimskiy,RU,61.1417,45.9144,0.07,100,99,0.45,overcast clouds
618,Sapele,NG,5.8941,5.6767,83.41,68,100,8.79,overcast clouds
619,Rio Gallegos,AR,-51.6226,-69.2181,62.65,19,20,37.98,dust
620,Rocha,UY,-34.4833,-54.3333,78.89,49,6,10.07,clear sky
621,Bandarbeyla,SO,9.4942,50.8122,75.52,73,75,17.07,broken clouds
622,Fez,MA,34.0372,-4.9998,53.85,43,0,2.3,clear sky
623,Dudinka,RU,69.4058,86.1778,-0.38,99,99,2.62,overcast clouds
624,Isoka,ZM,-10.1606,32.6335,62.62,96,90,2.21,light rain
625,Challapata,BO,-18.9,-66.7667,49.59,73,100,9.78,overcast clouds
626,Monte Alegre De Sergipe,BR,-10.0272,-37.5622,90.54,38,88,15.37,light rain
627,Tortoli,IT,39.9256,9.6572,53.42,76,40,13.8,scattered clouds
628,Kabompo,ZM,-13.5927,24.2008,64.83,96,100,4.52,overcast clouds
629,Chimoio,MZ,-19.1164,33.4833,73.26,94,75,1.28,broken clouds
630,Catamarca,AR,-28.4696,-65.7852,91.78,37,17,5.99,few clouds
631,Villablino,ES,42.9393,-6.3194,41.65,88,0,4.16,clear sky
632,Tromso,NO,69.6496,18.957,37.42,75,75,3.44,broken clouds
633,San Juan,AR,-31.5375,-68.5364,97.52,16,0,9.62,clear sky
634,Letterkenny,IE,54.95,-7.7333,46.29,92,13,4.54,few clouds
635,Lixourion,GR,38.2019,20.4314,44.6,57,40,9.22,scattered clouds
636,Remedios,CU,22.4947,-79.5458,88.72,59,5,12.66,clear sky
637,Barra Do Garcas,BR,-15.89,-52.2567,75.78,88,75,4.61,broken clouds
638,General Pico,AR,-35.6566,-63.7568,97.88,15,5,10.4,clear sky
639,Abha,SA,18.2164,42.5053,55.65,72,0,11.5,clear sky
640,Ugoofaaru,MV,5.6667,73.0,80.55,75,100,3.96,overcast clouds
641,Mitu,CO,1.1983,-70.1733,72.73,97,99,1.74,overcast clouds
642,Isiro,CD,2.7739,27.616,77.07,31,91,2.51,overcast clouds
643,Cap Malheureux,MU,-19.9842,57.6142,80.47,77,31,5.99,light rain
644,Bogorodskoye,RU,56.55,37.8833,15.06,98,92,4.68,overcast clouds
645,Kisangani,CD,0.5167,25.2,77.02,53,8,2.48,clear sky
646,Korla,CN,41.7597,86.1469,28.74,69,8,4.38,clear sky
647,Karlovac,HR,45.4872,15.5478,34.14,79,89,1.83,overcast clouds
648,Port-Cartier,CA,50.0334,-66.8654,5.76,82,100,8.5,overcast clouds
649,Okitipupa,NG,6.5047,4.7839,81.0,80,100,6.13,overcast clouds
650,Porto Santo,PT,33.072,-16.3415,61.18,67,40,11.5,scattered clouds
651,Damietta,EG,31.4165,31.8133,60.69,43,97,20.02,overcast clouds
652,Matadi,CD,-5.8167,13.45,75.69,89,45,2.77,scattered clouds
653,Aqtobe,KZ,50.2797,57.2072,-5.71,77,20,2.24,few clouds
654,Lebanon,US,36.2081,-86.2911,59.18,50,75,17.27,broken clouds
655,Marovoay,MG,-16.1,46.6333,75.25,93,62,3.67,moderate rain
656,Laredo,US,27.5064,-99.5075,68.29,60,0,6.91,clear sky
657,Listvyanskiy,RU,54.4399,83.4984,-3.6,96,17,5.64,few clouds
658,Biddeford,US,43.4926,-70.4534,41.32,52,100,5.99,overcast clouds
659,Teeli,RU,51.0333,90.2333,5.88,97,100,1.59,light snow
660,Assomada,CV,15.1,-23.6833,71.15,57,100,13.6,overcast clouds
661,Pangoa,PE,-12.1167,-73.0,67.93,100,100,0.96,overcast clouds
662,Motala,SE,58.5371,15.0365,31.77,84,100,5.01,overcast clouds
663,Celendin,PE,-6.8703,-78.1517,70.32,52,51,6.29,light rain
664,Olenino,RU,56.2092,33.4889,21.11,86,100,6.31,overcast clouds
665,Junagarh,IN,19.8667,82.9333,63.73,19,0,4.34,clear sky
666,Merida,MX,20.9667,-89.6167,79.02,73,100,11.01,smoke
667,Oktyabrskiy,RU,54.4815,53.471,13.62,95,100,2.42,overcast clouds
668,Jucas,BR,-6.5253,-39.5275,94.71,32,81,10.63,broken clouds
669,San Jorge,AR,-31.8962,-61.8598,94.05,15,0,8.19,clear sky
670,Cervo,ES,43.6702,-7.4101,52.97,76,89,24.2,overcast clouds
671,Skjervoy,NO,70.0311,20.9714,35.6,67,100,29.01,light rain
672,Ipixuna,BR,-1.7625,-48.8043,79.79,91,100,3.98,overcast clouds
673,Mani,CO,4.8172,-72.2886,96.51,29,82,15.57,broken clouds
674,Oktyabrskoye,RU,43.0645,44.7417,26.74,92,100,8.95,overcast clouds
675,Yaremche,UA,48.4583,24.5519,18.77,96,100,6.76,snow
